task_id,group,source_official_task_id,dataset,tier,scene,bfs_distance,max_steps,n_anchors_strict,anchors,pass_presence_strict,pass_area1pct_strict,dist_from_start_m,dist_from_official_target_m,golden_steps,verified,stage
tvr_procthor_procthor_09851_hard_t10_s00_retarget,retarget,procthor_procthor_09851_hard_t10_s00,procthor,procthor-hard,procthor:9851,22,54,8,Chair;DiningTable;Doorframe;Fridge;HousePlant;Shelf;ShelvingUnit;Television,0.0,0.0,3.95,,32,True,5
tvr_procthor_procthor_09851_hard_t19_s00_retarget,retarget,procthor_procthor_09851_hard_t19_s00,procthor,procthor-hard,procthor:9851,22,54,10,DiningTable;Doorframe;FloorLamp;HousePlant;Laptop;Shelf;ShelvingUnit;SideTable;Television;Vase,0.04,0.0,4.03,,39,True,5
tvr_procthor_procthor_01377_hard_t15_s00_retarget,retarget,procthor_procthor_01377_hard_t15_s00,procthor,procthor-hard,procthor:1377,23,56,5,Chair;DiningTable;Doorframe;Laptop;Sofa,0.0,0.0,4.51,,42,True,5
tvr_procthor_procthor_03257_hard_t12_s01_v2,v2,procthor_procthor_03257_hard_t12_s01,procthor,procthor-hard,procthor:3257,23,56,6,CoffeeMachine;CounterTop;Doorframe;Fridge;SideTable;Television,0.02,0.0,3.88,2.24,40,True,5
tvr_procthor_procthor_03829_hard_t13_s00_retarget,retarget,procthor_procthor_03829_hard_t13_s00,procthor,procthor-hard,procthor:3829,23,56,3,Bed;Box;LaundryHamper,0.02,0.0,2.93,,36,True,5
tvr_procthor_procthor_04435_hard_t10_s00_retarget,retarget,procthor_procthor_04435_hard_t10_s00,procthor,procthor-hard,procthor:4435,23,56,6,ArmChair;GarbageCan;LaundryHamper;Sink;Toilet;WashingMachine,0.06,0.0,4.85,,36,True,5
tvr_ithor_FloorPlan228_hard_t14_s00_retarget,retarget,ithor_FloorPlan228_hard_t14_s00,ithor,ithor-hard,FloorPlan228,24,58,8,Chair;CoffeeTable;DiningTable;FloorLamp;SideTable;Sofa;Television;Vase,0.0,0.0,4.32,,38,True,5
tvr_procthor_procthor_01294_hard_t10_s01_retarget,retarget,procthor_procthor_01294_hard_t10_s01,procthor,procthor-hard,procthor:1294,24,58,5,Bed;DeskLamp;DogBed;Drawer;Dresser,0.1,0.0,2.37,,48,True,5
tvr_procthor_procthor_06197_hard_t10_s01_v2,v2,procthor_procthor_06197_hard_t10_s01,procthor,procthor-hard,procthor:6197,24,58,6,Chair;CounterTop;DiningTable;Fridge;Shelf;Television,0.02,0.0,5.76,1.0,33,True,5
tvr_procthor_procthor_07500_hard_t17_s01_retarget,retarget,procthor_procthor_07500_hard_t17_s01,procthor,procthor-hard,procthor:7500,24,58,8,Bed;Desk;Doorframe;Fridge;GarbageBag;SideTable;TVStand;Television,0.0,0.0,4.5,,42,True,5
tvr_procthor_procthor_07541_hard_t14_s01_retarget,retarget,procthor_procthor_07541_hard_t14_s01,procthor,procthor-hard,procthor:7541,24,58,6,CounterTop;Fridge;Lettuce;Pot;SoapBottle;Toaster,0.04,0.0,4.26,,32,True,5
tvr_procthor_procthor_03569_hard_t19_s00_retarget,retarget,procthor_procthor_03569_hard_t19_s00,procthor,procthor-hard,procthor:3569,25,60,6,Bowl;CounterTop;Cup;Pan;PaperTowelRoll;SoapBottle,0.18,0.0,5.55,,33,True,5
tvr_procthor_procthor_01377_hard_t10_s01_v2,v2,procthor_procthor_01377_hard_t10_s01,procthor,procthor-hard,procthor:1377,26,62,5,Chair;DiningTable;Doorframe;Laptop;Sofa,0.02,0.0,4.72,4.51,40,True,5
tvr_procthor_procthor_03257_hard_t12_s00_v2,v2,procthor_procthor_03257_hard_t12_s00,procthor,procthor-hard,procthor:3257,26,62,6,CoffeeMachine;CounterTop;Doorframe;Fridge;SideTable;Television,0.0,0.0,4.72,2.24,42,True,5
tvr_procthor_procthor_03890_hard_t12_s00_retarget,retarget,procthor_procthor_03890_hard_t12_s00,procthor,procthor-hard,procthor:3890,26,62,4,Dresser;SprayBottle;Toilet;ToiletPaper,0.04,0.0,4.72,,32,True,5
tvr_procthor_procthor_04435_hard_t11_s00_retarget,retarget,procthor_procthor_04435_hard_t11_s00,procthor,procthor-hard,procthor:4435,26,62,6,DishSponge;Faucet;Sink;SinkBasin;Toilet;WashingMachine,0.0,0.0,5.8,,38,True,5
tvr_procthor_procthor_09639_hard_t15_s00_v2,v2,procthor_procthor_09639_hard_t15_s00,procthor,procthor-hard,procthor:9639,26,62,6,CounterTop;DiningTable;FloorLamp;GarbageCan;Sofa;Television,0.0,0.0,4.72,2.61,39,True,5
tvr_procthor_procthor_03569_hard_t16_s00_retarget,retarget,procthor_procthor_03569_hard_t16_s00,procthor,procthor-hard,procthor:3569,27,64,4,DiningTable;Fridge;Newspaper;Sofa,0.0,0.0,4.93,,33,True,5
tvr_procthor_procthor_05193_hard_t17_s00_retarget,retarget,procthor_procthor_05193_hard_t17_s00,procthor,procthor-hard,procthor:5193,27,64,6,CounterTop;FloorLamp;Mug;SoapBottle;Television;Vase,0.02,0.0,5.84,,31,True,5
tvr_procthor_procthor_06176_hard_t11_s01_retarget,retarget,procthor_procthor_06176_hard_t11_s01,procthor,procthor-hard,procthor:6176,27,64,7,Book;DiningTable;Dresser;Fridge;HousePlant;Plate;Statue,0.04,0.02,4.8,,40,True,5
tvr_procthor_procthor_06197_hard_t11_s01_retarget,retarget,procthor_procthor_06197_hard_t11_s01,procthor,procthor-hard,procthor:6197,27,64,7,Chair;CounterTop;DiningTable;GarbageBag;Plate;TVStand;Television,0.02,0.0,4.8,,54,True,5
tvr_procthor_procthor_07500_hard_t15_s00_retarget,retarget,procthor_procthor_07500_hard_t15_s00,procthor,procthor-hard,procthor:7500,27,64,11,BaseballBat;Bed;Bowl;Desk;Dresser;HousePlant;Laptop;TeddyBear;TennisRacket;VacuumCleaner;Vase,0.08,0.0,5.34,,47,True,5
tvr_procthor_procthor_09160_hard_t11_s00_v2,v2,procthor_procthor_09160_hard_t11_s00,procthor,procthor-hard,procthor:9160,27,64,4,Book;Shelf;ShelvingUnit;Statue,0.02,0.0,5.46,8.4,35,True,5
tvr_procthor_procthor_09848_hard_t18_s01_retarget,retarget,procthor_procthor_09848_hard_t18_s01,procthor,procthor-hard,procthor:9848,27,64,8,Bed;Drawer;Dresser;Safe;Shelf;TVStand;TeddyBear;Television,0.0,0.0,4.01,,38,True,5
tvr_procthor_procthor_03890_hard_t14_s00_retarget,retarget,procthor_procthor_03890_hard_t14_s00,procthor,procthor-hard,procthor:3890,28,66,4,Boots;Drawer;Dresser;Vase,0.1,0.0,5.15,,32,True,5
tvr_procthor_procthor_05193_hard_t19_s00_retarget,retarget,procthor_procthor_05193_hard_t19_s00,procthor,procthor-hard,procthor:5193,28,66,8,Bed;CounterTop;DeskLamp;Drawer;Dresser;GarbageBag;Statue;Television,0.0,0.0,5.7,,43,True,5
tvr_procthor_procthor_01881_hard_t16_s00_v2,v2,procthor_procthor_01881_hard_t16_s00,procthor,procthor-hard,procthor:1881,29,68,7,Chair;Doorframe;Pillow;Shelf;Sofa;TVStand;Television,0.0,0.0,5.48,3.55,50,True,5
tvr_procthor_procthor_06616_hard_t19_s00_v2,v2,procthor_procthor_06616_hard_t19_s00,procthor,procthor-hard,procthor:6616,29,68,6,Bed;Book;Desk;Dresser;GarbageCan;Television,0.0,0.0,5.13,7.07,48,True,5
tvr_procthor_procthor_07541_hard_t11_s01_v2,v2,procthor_procthor_07541_hard_t11_s01,procthor,procthor-hard,procthor:7541,30,70,5,CoffeeMachine;CounterTop;Lettuce;Pot;Toaster,0.04,0.0,5.3,4.5,37,True,5
tvr_procthor_procthor_06197_hard_t13_s00_retarget,retarget,procthor_procthor_06197_hard_t13_s00,procthor,procthor-hard,procthor:6197,33,76,4,DiningTable;Sofa;TVStand;Television,0.08,0.0,5.9,,44,True,5
tvr_procthor_procthor_07252_hard_t10_s01_v2,v2,procthor_procthor_07252_hard_t10_s01,procthor,procthor-hard,procthor:7252,35,80,4,AlarmClock;Desk;Television;TissueBox,0.0,0.0,5.51,3.91,53,True,5
tvr_procthor_procthor_05193_hard_t14_s01_retarget,retarget,procthor_procthor_05193_hard_t14_s01,procthor,procthor-hard,procthor:5193,36,82,5,Bed;Box;Dresser;Shelf;ShelvingUnit,0.0,0.0,6.96,,52,True,5
tvr_procthor_procthor_06036_hard_t14_s01_retarget,retarget,procthor_procthor_06036_hard_t14_s01,procthor,procthor-hard,procthor:6036,37,84,5,CoffeeMachine;CounterTop;Pan;Plate;SoapBottle,0.0,0.0,6.56,,51,True,5
tvr_procthor_procthor_06616_hard_t18_s01_retarget,retarget,procthor_procthor_06616_hard_t18_s01,procthor,procthor-hard,procthor:6616,41,92,7,Drawer;Dresser;GarbageCan;HousePlant;Safe;Statue;Television,0.02,0.0,5.55,,68,True,5
tvr_procthor_procthor_05193_hard_t15_s00_retarget,retarget,procthor_procthor_05193_hard_t15_s00,procthor,procthor-hard,procthor:5193,48,106,7,Book;DeskLamp;Drawer;Dresser;Statue;Television;Vase,0.04,0.0,7.46,,72,True,5
tvr_procthor_procthor_05193_hard_t12_s01_retarget,retarget,procthor_procthor_05193_hard_t12_s01,procthor,procthor-hard,procthor:5193,54,118,6,Book;Chair;DiningTable;HousePlant;Laptop;Sofa,0.0,0.0,8.2,,69,True,5
